gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.11587.jpg,"['cat', '11587', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.9476.jpg,"['cat', '9476', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.6767.jpg,"['cat', '6767', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.3214.jpg,"['cat', '3214', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.7838.jpg,"['cat', '7838', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.12476.jpg,"['cat', '12476', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.132.jpg,"['cat', '132', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.376.jpg,"['cat', '376', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.9254.jpg,"['cat', '9254', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.3949.jpg,"['cat', '3949', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.6201.jpg,"['cat', '6201', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.8175.jpg,"['cat', '8175', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.5234.jpg,"['cat', '5234', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.10219.jpg,"['cat', '10219', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.4392.jpg,"['cat', '4392', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.2342.jpg,"['cat', '2342', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.10752.jpg,"['cat', '10752', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.8202.jpg,"['cat', '8202', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.8244.jpg,"['cat', '8244', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.3991.jpg,"['cat', '3991', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.4067.jpg,"['cat', '4067', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.4010.jpg,"['cat', '4010', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.1221.jpg,"['cat', '1221', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.7835.jpg,"['cat', '7835', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.7947.jpg,"['cat', '7947', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.4057.jpg,"['cat', '4057', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.110.jpg,"['cat', '110', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.11876.jpg,"['cat', '11876', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.11256.jpg,"['cat', '11256', 'jpg']"
gs://dog-vs-cat-arnaud-test/dog-vs-cat/train/cat.2651.jpg,"['cat', '2651', 'jpg']"
